Wallet No,Address,Balance,Age,Occupation,Loan Approval,Balance Deviation (CV),Send Money_1,Send Money_2,Send Money_3,Received Money_1,Received Money_2,Received Money_3,Cash In_1,Cash In_2,Cash In_3,Cash Out_1,Cash Out_2,Cash Out_3,Make Payment_1,Make Payment_2,Make Payment_3,Pay Bill_1,Pay Bill_2,Add Money_1,Add Money_2,Add Money_3,Fund Transfer_1,Fund Transfer_2,Fund Transfer_3,Request Money,Remittance_1,Remittance_2,Donation_1,Donation_2,Others_1,Others_2,Others_3
1579134370,Urban,1476.65,52,House Wife,UC,66.0,3,0,1,23,14,2,3,0,1,6,0,3,0,1,1,1,0,2,0,0,1,0,0,23,1,0,0,0,0,0,0
1228892857,Rural,1857.34,27,Farmer,UC,61.51,4,0,1,20,13,3,1,0,0,8,1,4,2,1,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0
1802137352,Urban,676.18,63,Farmer,UC,66.97,0,1,1,18,10,6,1,3,1,10,4,0,2,0,1,2,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0
1924181288,Rural,1706.6,21,Student,UC,62.4,1,1,0,25,13,4,2,2,1,7,4,2,0,1,0,0,0,2,0,0,0,0,0,16,2,0,0,0,0,0,1
1469161641,Urban,627.22,20,Student,UC,69.72,1,2,1,20,8,2,1,0,0,7,4,4,0,1,1,1,0,1,0,0,1,0,0,27,0,0,0,0,0,0,1
1450002915,Rural,1170.6,23,Student,UC,64.27,1,2,1,17,13,7,3,3,1,10,3,4,0,1,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
1364956746,Rural,1461.1,34,Business,UC,66.93,1,2,0,15,9,1,0,3,1,0,0,1,1,0,0,2,0,2,0,0,0,0,0,20,1,0,0,0,0,2,0
1874567661,Urban,476.91,23,Student,UC,62.08,4,0,0,24,7,1,3,3,1,1,0,3,2,0,1,2,0,0,0,0,1,0,0,22,0,0,0,0,0,2,0
1367961300,Rural,441.29,21,Farmer,UC,61.94,2,1,1,21,14,6,1,3,0,1,2,0,1,0,1,2,0,2,0,0,0,0,0,9,0,0,0,0,0,0,1
1358602632,Rural,1866.56,22,Student,UC,64.59,4,0,0,19,11,0,2,0,1,7,0,2,1,0,1,1,0,2,0,0,1,0,0,21,0,0,0,0,0,1,1
1960740103,Rural,225.0,24,Student,UC,66.94,1,1,1,15,7,0,1,0,0,6,0,1,2,0,1,2,0,0,0,0,1,0,0,16,0,0,0,0,0,0,1
1892999971,Urban,1851.66,21,Student,UC,61.86,1,0,1,17,15,3,3,1,0,3,3,2,0,1,1,1,0,2,0,0,1,0,0,27,1,0,0,0,0,1,1
1164833372,Rural,1515.13,27,Farmer,UC,69.99,2,2,0,19,9,1,1,2,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,9,0,0,0,0,0,2,0
1219491712,Rural,125.87,19,Student,UC,60.33,3,1,1,17,12,7,1,4,0,7,3,0,2,0,1,2,0,0,0,0,1,0,0,15,2,0,0,0,0,2,1
1875046325,Rural,570.63,49,House Wife,UC,64.04,0,0,0,22,8,2,2,1,0,8,2,3,2,0,1,2,0,1,0,0,1,0,0,19,1,0,0,0,0,2,0
1425136897,Rural,1987.18,30,House Wife,UC,60.89,4,2,0,16,11,5,0,4,1,8,4,0,2,1,1,0,0,0,0,0,1,0,0,27,1,0,0,0,0,2,1
1067380461,Rural,1599.92,24,Student,UC,61.52,0,1,1,21,11,6,1,1,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0
1337554635,Urban,388.27,31,Farmer,UC,62.34,2,2,1,17,12,4,3,0,0,6,0,1,2,1,1,0,0,2,0,0,1,0,0,24,2,0,0,0,0,2,1
1450228047,Rural,1852.34,25,Student,UC,69.28,2,2,0,17,12,7,2,3,1,6,4,3,2,0,1,2,0,2,0,0,1,0,0,27,1,0,0,0,0,2,1
1975306376,Urban,1638.05,49,Farmer,UC,64.81,4,2,1,18,7,4,0,3,0,7,2,4,1,0,0,1,0,2,0,0,0,0,0,8,1,0,0,0,0,0,1
1121577340,Rural,755.7,24,Student,UC,66.33,1,1,1,18,13,6,0,2,1,9,0,0,0,1,0,1,0,2,0,0,1,0,0,9,0,0,0,0,0,2,0
1993880932,Urban,1746.48,30,Farmer,UC,64.16,0,1,0,21,15,2,3,0,1,0,2,1,2,1,0,1,0,1,0,0,0,0,0,25,1,0,0,0,0,2,0
1843288729,Rural,494.82,25,Farmer,UC,68.04,1,1,1,16,13,6,2,2,0,0,1,2,0,1,0,2,0,2,0,0,1,0,0,11,0,0,0,0,0,0,1
1327854167,Rural,1914.79,34,Farmer,UC,60.8,0,1,0,18,9,2,1,1,0,6,2,2,2,1,1,2,0,0,0,0,1,0,0,14,1,0,0,0,0,1,1
1279139715,Urban,918.6,46,House Wife,UC,65.31,2,0,1,18,14,4,2,4,1,9,0,3,1,1,0,1,0,2,0,0,1,0,0,22,0,0,0,0,0,1,1
1071875295,Rural,259.59,25,Student,UC,63.54,0,1,0,19,12,4,2,4,1,9,4,2,0,0,0,2,0,0,0,0,0,0,0,24,2,0,0,0,0,2,0
1042481908,Urban,160.56,23,Farmer,UC,68.8,4,1,1,18,15,4,1,0,0,6,4,1,1,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,2,1
1278481351,Rural,460.8,43,Farmer,UC,66.55,4,1,0,20,13,1,1,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,1
1300284312,Rural,103.05,48,House Wife,UC,61.36,0,2,1,23,8,1,3,1,0,1,0,3,1,1,0,0,0,1,0,0,1,0,0,19,1,0,0,0,0,0,1
1933334202,Rural,1191.11,24,Student,UC,62.47,0,0,0,22,13,2,2,1,0,5,2,2,0,0,1,0,0,2,0,0,1,0,0,19,2,0,0,0,0,0,1
1875587791,Rural,1280.76,18,Student,UC,63.53,2,0,0,19,14,5,1,1,1,10,4,1,1,1,0,2,0,2,0,0,0,0,0,14,0,0,0,0,0,1,0
1056414674,Urban,1299.49,53,House Wife,UC,67.01,2,1,0,23,15,1,1,2,1,10,0,0,1,0,1,0,0,1,0,0,0,0,0,17,2,0,0,0,0,1,1
1734959528,Rural,423.22,47,Farmer,UC,60.12,1,1,0,16,14,1,3,4,0,2,4,3,1,1,1,1,0,1,0,0,0,0,0,27,0,0,0,0,0,2,1
1610028419,Urban,156.59,35,Farmer,UC,64.74,3,1,1,16,8,5,1,3,0,10,3,0,1,0,1,2,0,2,0,0,0,0,0,18,2,0,0,0,0,1,0
1026935538,Urban,407.76,45,Business,UC,62.61,2,1,0,17,9,1,0,0,0,6,1,3,1,0,0,0,0,2,0,0,0,0,0,26,2,0,0,0,0,0,1
1521786671,Rural,1397.26,21,Student,UC,61.36,3,0,0,17,13,2,3,3,1,8,0,2,2,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0
1187620851,Urban,1457.52,18,Student,UC,63.14,2,1,0,15,12,1,0,3,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,15,0,0,0,0,0,1,0
1757943155,Urban,1520.32,24,Student,UC,65.11,1,1,0,24,11,3,1,4,1,8,2,4,0,0,0,2,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
1074843870,Rural,660.08,24,Farmer,UC,66.32,4,1,0,17,8,5,3,2,0,8,1,2,0,1,1,2,0,2,0,0,0,0,0,25,0,0,0,0,0,2,1
1859782833,Rural,1326.63,58,Farmer,UC,62.25,0,1,1,15,12,0,2,1,1,4,1,2,2,0,1,2,0,1,0,0,1,0,0,22,0,0,0,0,0,2,1
1915939561,Rural,599.9,20,Student,UC,62.92,2,2,1,16,13,4,1,1,1,10,0,2,2,0,0,1,0,2,0,0,1,0,0,19,2,0,0,0,0,1,0
1380885687,Rural,1755.61,37,Farmer,UC,60.41,0,2,1,16,7,3,0,2,1,0,0,4,1,0,1,1,0,0,0,0,1,0,0,10,0,0,0,0,0,2,1
1477927755,Rural,547.2,52,House Wife,UC,62.5,3,0,1,24,7,0,0,2,0,3,3,3,1,0,1,2,0,0,0,0,1,0,0,7,1,0,0,0,0,1,0
1789500615,Rural,1708.52,41,House Wife,UC,65.81,0,1,0,23,15,3,0,4,0,10,0,1,0,0,0,0,0,1,0,0,1,0,0,15,1,0,0,0,0,2,0
1961569859,Rural,1210.76,46,Farmer,UC,69.44,3,1,1,17,12,0,3,4,0,0,3,3,1,1,0,2,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1
1764771437,Rural,1155.49,28,Farmer,UC,61.73,3,1,1,23,13,3,2,1,1,9,1,0,2,1,0,2,0,2,0,0,0,0,0,11,0,0,0,0,0,1,0
1072277575,Rural,1840.44,22,Student,UC,60.83,4,2,1,20,9,6,3,0,1,10,0,0,2,0,1,2,0,0,0,0,0,0,0,22,1,0,0,0,0,1,1
1847584768,Urban,573.15,33,House Wife,UC,64.99,4,1,1,17,13,7,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0
1521014739,Urban,1263.69,24,Student,UC,60.56,0,0,1,20,15,1,2,3,0,2,2,2,1,1,1,1,0,0,0,0,1,0,0,20,0,0,0,0,0,1,1
1330257299,Rural,848.02,51,Farmer,UC,64.79,2,2,1,25,15,7,0,4,1,1,2,0,0,0,1,1,0,1,0,0,1,0,0,14,0,0,0,0,0,0,1
1681382747,Urban,1864.58,42,Farmer,UC,69.57,3,0,0,18,10,6,1,0,1,5,1,4,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,2,1
1020061802,Rural,314.16,52,Farmer,UC,65.03,3,2,0,24,8,5,3,3,0,6,1,1,2,0,0,1,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0
1646399040,Urban,709.73,34,Farmer,UC,63.03,3,2,0,18,10,3,1,4,1,7,2,2,1,0,1,0,0,1,0,0,1,0,0,22,0,0,0,0,0,2,1
1448550062,Rural,1794.34,56,Farmer,UC,61.62,4,0,1,16,15,4,2,1,1,10,0,4,0,0,0,1,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0
1438129333,Rural,1964.12,25,Student,UC,68.67,3,2,1,21,13,3,2,4,0,9,4,0,1,0,1,0,0,1,0,0,1,0,0,15,0,0,0,0,0,1,0
1393258524,Rural,814.86,22,Student,UC,65.39,3,0,1,24,12,2,2,1,0,0,2,4,1,0,0,1,0,2,0,0,0,0,0,14,2,0,0,0,0,0,0
1761313891,Urban,1549.38,44,Farmer,UC,67.65,3,2,1,16,13,4,1,3,0,1,0,2,1,0,0,1,0,1,0,0,1,0,0,28,1,0,0,0,0,1,1
1760148626,Urban,120.5,37,House Wife,UC,61.6,2,0,1,17,10,6,2,4,1,10,4,3,2,0,0,1,0,1,0,0,0,0,0,20,1,0,0,0,0,1,1
1614831001,Rural,1011.95,25,Student,UC,66.29,3,0,0,22,9,2,0,2,0,9,4,1,1,0,0,0,0,2,0,0,0,0,0,28,0,0,0,0,0,1,0
1924315669,Rural,1686.17,36,House Wife,UC,62.82,2,0,1,23,7,7,1,0,0,5,4,1,0,0,0,2,0,0,0,0,1,0,0,18,1,0,0,0,0,1,1
1873099800,Rural,573.48,24,Student,UC,69.01,2,1,1,16,10,0,3,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,2,1
1663816803,Rural,667.37,25,Student,UC,63.19,4,2,0,23,15,0,0,0,0,6,0,4,2,1,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0
1058243071,Rural,1303.01,58,House Wife,UC,69.2,4,2,1,16,15,1,3,1,1,7,4,4,2,0,1,2,0,1,0,0,1,0,0,9,2,0,0,0,0,0,0
1128800126,Urban,304.17,19,Student,UC,65.3,0,0,1,24,11,4,2,1,0,6,1,4,0,1,0,1,0,0,0,0,0,0,0,11,2,0,0,0,0,1,0
1674329530,Rural,914.44,56,House Wife,UC,66.41,3,0,0,20,10,5,3,1,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,2,0
1488389141,Rural,1361.62,24,Student,UC,68.4,1,1,1,25,13,0,0,1,0,10,1,2,1,1,0,0,0,1,0,0,0,0,0,19,2,0,0,0,0,0,1
1308983867,Rural,1491.8,23,Student,UC,65.25,2,2,1,15,14,6,1,3,0,8,0,2,1,0,0,2,0,0,0,0,1,0,0,28,1,0,0,0,0,1,0
1656170430,Rural,324.14,26,Business,UC,69.44,0,2,0,22,15,4,2,3,0,3,0,2,0,0,0,1,0,1,0,0,1,0,0,8,2,0,0,0,0,0,0
1690149950,Urban,1175.07,31,Business,UC,61.67,2,1,1,15,13,4,2,3,1,6,4,1,2,1,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,2,0
1288013850,Rural,676.19,25,Student,UC,60.56,4,1,1,18,15,6,0,2,0,1,2,4,2,0,1,1,0,1,0,0,0,0,0,11,0,0,0,0,0,1,1
1004587361,Urban,1805.65,25,Student,UC,62.49,4,2,0,19,9,5,3,1,1,7,3,1,2,1,0,2,0,1,0,0,0,0,0,12,0,0,0,0,0,2,0
1277087665,Rural,503.25,38,Farmer,UC,61.53,0,2,0,25,15,0,1,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
1381266219,Rural,1893.52,35,Business,UC,68.69,0,2,0,16,15,7,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0
1501547300,Urban,170.85,39,Farmer,UC,61.67,4,2,1,25,14,0,3,1,0,10,4,3,2,1,1,2,0,0,0,0,1,0,0,12,0,0,0,0,0,0,1
1423854551,Rural,855.54,29,Farmer,UC,60.54,0,0,1,25,13,3,0,3,1,0,1,3,2,1,0,1,0,0,0,0,1,0,0,22,1,0,0,0,0,2,0
1397436722,Rural,354.94,39,Farmer,UC,60.93,3,2,0,20,13,7,3,3,1,7,4,2,2,0,1,0,0,1,0,0,0,0,0,10,1,0,0,0,0,2,0
1426977663,Rural,988.77,19,Student,UC,65.61,1,0,0,18,12,7,1,2,1,0,4,2,2,0,1,1,0,2,0,0,0,0,0,17,0,0,0,0,0,0,1
1536535664,Rural,937.78,19,Student,UC,64.94,0,2,1,25,7,4,3,1,1,0,2,4,1,1,1,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,1
1512127752,Rural,319.83,20,Student,UC,62.57,0,1,1,17,13,5,3,1,0,2,4,3,2,0,0,1,0,2,0,0,1,0,0,9,1,0,0,0,0,1,0
1837326719,Rural,1888.79,32,Business,UC,60.39,2,0,0,18,11,2,2,1,0,1,0,2,1,0,1,1,0,1,0,0,1,0,0,28,2,0,0,0,0,1,0
1784597520,Rural,1321.24,58,Farmer,UC,69.2,0,2,1,18,10,6,3,1,0,1,3,4,0,0,0,1,0,1,0,0,1,0,0,30,1,0,0,0,0,2,0
1377036470,Rural,255.91,31,House Wife,UC,68.93,1,1,0,22,10,0,3,3,1,2,0,3,2,0,1,1,0,2,0,0,0,0,0,9,0,0,0,0,0,1,1
1174471036,Urban,1598.86,25,Student,UC,67.68,3,2,1,25,10,1,0,3,1,3,2,1,0,0,1,1,0,2,0,0,1,0,0,28,0,0,0,0,0,2,1
1404487630,Rural,290.87,30,House Wife,UC,60.02,1,0,0,17,7,3,1,0,1,0,1,4,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,2,1
1073584294,Rural,857.64,20,Student,UC,63.85,2,2,0,24,8,2,3,2,0,10,4,1,1,1,1,1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1
1821513895,Rural,446.11,61,Farmer,UC,60.0,2,1,0,24,12,3,0,3,1,7,2,3,0,1,1,1,0,0,0,0,0,0,0,30,2,0,0,0,0,0,1
1568580633,Rural,574.95,27,Farmer,UC,61.1,0,2,0,24,8,3,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0
1432575102,Urban,1804.68,46,Farmer,UC,61.98,4,1,1,15,10,1,1,4,0,7,3,3,0,0,0,2,0,0,0,0,1,0,0,13,2,0,0,0,0,1,0
1548262826,Urban,931.05,18,Student,UC,61.56,4,2,1,20,13,3,0,2,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,1,0
1868354957,Urban,1916.77,55,House Wife,UC,68.6,2,0,1,16,11,4,3,2,0,2,4,2,2,0,0,0,0,0,0,0,1,0,0,28,1,0,0,0,0,2,1
1772823065,Rural,458.52,49,House Wife,UC,61.23,4,2,0,15,8,0,0,3,1,1,1,1,2,0,1,1,0,0,0,0,1,0,0,10,1,0,0,0,0,2,1
1634668214,Rural,706.31,58,Farmer,UC,64.71,4,0,0,18,9,6,3,4,1,3,0,2,2,1,1,2,0,2,0,0,0,0,0,10,2,0,0,0,0,2,1
1010360237,Rural,898.34,18,Student,UC,68.47,3,1,1,15,14,5,0,2,1,7,1,1,2,1,1,1,0,2,0,0,1,0,0,18,1,0,0,0,0,2,1
1465417964,Urban,216.58,25,Student,UC,64.75,4,2,1,24,15,5,1,0,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,1,0
1986404925,Rural,1712.18,37,Farmer,UC,65.62,2,2,1,15,8,3,0,1,1,4,0,1,0,1,1,0,0,1,0,0,1,0,0,8,2,0,0,0,0,1,1
1178835738,Rural,1085.22,23,Student,UC,63.5,0,1,0,22,14,4,1,1,1,6,1,4,2,0,0,2,0,2,0,0,0,0,0,28,0,0,0,0,0,2,0
1402525785,Rural,1203.07,56,House Wife,UC,67.23,0,2,1,17,15,0,1,1,1,5,2,2,2,1,1,2,0,1,0,0,0,0,0,27,1,0,0,0,0,1,0
1998261029,Urban,1765.33,23,Student,UC,60.21,1,2,0,25,11,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,2,1
1245239126,Urban,861.26,65,Farmer,UC,66.46,2,2,1,15,9,6,3,2,0,10,0,1,2,1,0,1,0,1,0,0,1,0,0,24,0,0,0,0,0,0,0
1871863929,Rural,1399.66,24,Student,UC,64.86,0,2,0,21,11,6,3,1,0,7,3,0,0,1,0,2,0,2,0,0,0,0,0,27,1,0,0,0,0,1,0
1556337777,Urban,517.02,21,Student,UC,67.38,0,1,1,19,11,7,1,0,1,1,3,1,1,1,1,2,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0
1076378518,Rural,919.0,24,Student,UC,60.71,3,1,1,25,13,6,2,0,0,4,2,0,2,0,1,0,0,2,0,0,0,0,0,16,0,0,0,0,0,2,0
1616640960,Rural,723.37,19,Student,UC,68.57,4,0,1,16,15,4,0,3,1,4,2,3,1,1,0,0,0,1,0,0,1,0,0,8,2,0,0,0,0,0,0
1296956777,Urban,1175.02,24,Student,UC,62.06,4,0,0,23,7,3,0,2,1,6,1,3,1,0,0,2,0,2,0,0,1,0,0,22,0,0,0,0,0,1,1
1247348275,Rural,560.34,24,Farmer,UC,64.13,4,0,1,23,15,1,0,1,0,7,1,0,1,0,0,0,0,2,0,0,0,0,0,17,1,0,0,0,0,0,1
1118068034,Urban,1613.18,52,House Wife,UC,60.56,1,1,0,16,14,5,2,1,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,23,1,0,0,0,0,2,1
1172725288,Rural,303.36,18,Student,UC,64.14,3,0,0,19,11,2,2,0,1,3,1,0,1,0,1,0,0,1,0,0,1,0,0,7,2,0,0,0,0,2,0
1789867625,Rural,1011.65,50,House Wife,UC,60.61,3,0,0,20,13,4,1,3,0,8,2,2,0,0,0,2,0,0,0,0,1,0,0,17,2,0,0,0,0,2,1
1072907921,Urban,925.54,21,Student,UC,65.56,4,1,0,18,12,4,2,4,0,1,4,4,1,1,1,2,0,2,0,0,0,0,0,15,2,0,0,0,0,2,1
1529890488,Rural,682.73,43,House Wife,UC,62.69,1,1,0,16,9,6,1,0,1,10,1,3,1,0,0,1,0,1,0,0,0,0,0,19,1,0,0,0,0,0,1
1296083227,Rural,494.27,45,House Wife,UC,67.41,4,0,0,15,12,5,3,1,0,9,4,1,2,0,0,2,0,2,0,0,1,0,0,9,2,0,0,0,0,0,0
1709699389,Urban,1390.44,64,Farmer,UC,60.24,1,1,1,23,13,6,0,4,1,10,1,2,2,0,1,2,0,1,0,0,0,0,0,12,1,0,0,0,0,1,1
1197577119,Rural,1119.49,21,Student,UC,64.03,1,0,0,16,14,3,0,4,1,4,2,1,1,0,0,0,0,1,0,0,1,0,0,25,1,0,0,0,0,2,0
1041057200,Rural,1891.88,34,House Wife,UC,60.92,0,0,1,24,11,2,0,1,1,0,2,1,0,1,0,0,0,2,0,0,1,0,0,21,0,0,0,0,0,0,1
1517936802,Rural,280.88,29,Business,UC,64.68,2,1,0,17,13,1,1,0,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,29,0,0,0,0,0,1,1
1146291875,Rural,1940.8,21,Student,UC,65.09,1,2,0,19,14,7,0,0,1,7,2,4,2,0,1,1,0,1,0,0,0,0,0,20,2,0,0,0,0,2,1
1127198856,Rural,241.69,40,Farmer,UC,60.95,1,0,1,17,8,7,1,4,1,2,3,2,1,0,1,0,0,1,0,0,1,0,0,24,2,0,0,0,0,2,1
1248153181,Rural,679.91,20,Farmer,UC,69.96,2,0,0,23,11,5,3,1,1,3,0,1,1,0,0,0,0,1,0,0,1,0,0,17,1,0,0,0,0,1,0
1963376963,Rural,1347.43,24,Farmer,UC,65.62,4,0,0,23,8,3,0,3,1,8,0,2,0,1,1,0,0,1,0,0,0,0,0,15,2,0,0,0,0,0,0
1929410189,Rural,1355.88,45,House Wife,UC,67.12,4,1,1,19,10,0,1,1,1,9,1,0,2,0,1,2,0,0,0,0,1,0,0,16,2,0,0,0,0,0,0
1144593024,Rural,1135.65,41,House Wife,UC,65.57,4,1,0,20,12,2,3,0,1,6,3,3,2,1,1,0,0,2,0,0,0,0,0,9,1,0,0,0,0,0,1
1575653528,Urban,804.25,22,Student,UC,69.54,0,2,0,18,13,7,3,2,1,2,0,1,1,0,1,2,0,2,0,0,0,0,0,30,0,0,0,0,0,2,1
1002459676,Urban,1247.76,24,Farmer,UC,62.3,3,0,0,25,13,5,2,2,0,1,1,1,1,1,1,0,0,2,0,0,0,0,0,24,1,0,0,0,0,2,0
1338625798,Rural,1069.53,36,Business,UC,61.93,0,0,0,25,8,0,2,3,0,4,2,3,1,1,0,2,0,2,0,0,0,0,0,18,1,0,0,0,0,2,0
1400410681,Rural,1065.49,42,House Wife,UC,67.31,1,1,1,18,9,2,2,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,23,1,0,0,0,0,1,1
1070389324,Rural,1911.3,33,House Wife,UC,65.24,2,0,0,20,8,2,3,4,0,8,4,4,2,1,1,0,0,0,0,0,1,0,0,23,2,0,0,0,0,1,0
1195554292,Rural,1345.2,22,Farmer,UC,60.05,3,1,0,15,12,5,3,0,1,5,4,0,0,1,0,1,0,0,0,0,1,0,0,16,2,0,0,0,0,0,1
1334798132,Rural,390.74,46,Farmer,UC,68.59,2,1,0,19,14,5,3,2,0,10,0,4,2,0,1,1,0,1,0,0,1,0,0,12,2,0,0,0,0,2,0
1081727045,Rural,982.35,21,Student,UC,68.8,1,1,1,22,15,7,3,2,1,2,4,2,0,0,1,1,0,2,0,0,1,0,0,15,0,0,0,0,0,2,0
1041288331,Urban,1865.72,58,House Wife,UC,63.39,1,1,0,18,15,3,1,3,1,2,2,3,1,0,1,2,0,2,0,0,0,0,0,10,2,0,0,0,0,2,0
1260799394,Rural,1926.54,19,Student,UC,68.52,4,2,0,17,9,4,1,0,1,10,0,2,1,1,1,1,0,0,0,0,0,0,0,13,1,0,0,0,0,2,0
1435351549,Rural,1774.69,35,Business,UC,62.42,2,1,1,19,10,1,1,1,1,5,1,4,2,1,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1
1151325759,Urban,1421.53,59,House Wife,UC,63.14,2,2,0,17,13,1,1,4,1,5,1,1,1,1,1,1,0,2,0,0,1,0,0,24,2,0,0,0,0,2,0
1966079947,Rural,475.47,23,Student,UC,65.08,2,2,1,19,7,3,1,0,1,7,0,2,1,1,1,0,0,1,0,0,0,0,0,22,2,0,0,0,0,2,0
1688764588,Rural,1118.77,62,Farmer,UC,69.62,4,1,0,18,11,1,2,4,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,2,1
1156900463,Rural,368.72,25,Student,UC,68.72,2,2,0,25,8,7,1,4,1,8,2,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0
1235724784,Rural,1998.7,18,Student,UC,67.62,4,0,1,17,13,7,0,1,1,3,0,1,1,0,1,2,0,0,0,0,1,0,0,14,2,0,0,0,0,0,1
1163991455,Rural,802.41,53,Farmer,UC,63.54,4,2,1,15,8,0,1,2,1,9,3,2,0,0,1,2,0,2,0,0,1,0,0,15,2,0,0,0,0,1,1
1150214356,Urban,1261.89,46,House Wife,UC,66.95,4,1,1,19,13,5,3,1,1,3,0,1,0,0,0,2,0,1,0,0,1,0,0,19,1,0,0,0,0,1,0
1747325984,Urban,187.52,30,Business,UC,62.18,2,1,0,24,13,7,3,0,0,9,4,0,2,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1
1567408904,Rural,1948.03,42,Farmer,UC,68.37,2,0,1,15,9,2,2,2,1,5,0,1,0,1,1,0,0,1,0,0,1,0,0,8,2,0,0,0,0,1,0
1115691259,Rural,995.28,64,Farmer,UC,62.91,2,2,1,21,13,1,1,2,0,1,4,1,2,1,0,1,0,2,0,0,0,0,0,30,1,0,0,0,0,2,0
1066194628,Rural,1672.66,38,House Wife,UC,62.51,0,2,1,24,7,5,3,1,1,8,4,0,2,1,0,2,0,0,0,0,1,0,0,19,2,0,0,0,0,0,0
1778086464,Rural,1556.72,58,Farmer,UC,61.69,4,1,0,19,13,2,3,0,0,10,1,4,1,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1
1308894701,Urban,762.31,30,Farmer,UC,66.06,0,0,0,21,7,4,1,1,0,8,3,1,1,1,0,1,0,2,0,0,1,0,0,12,2,0,0,0,0,1,0
1273731112,Rural,695.51,18,Student,UC,62.88,4,1,1,15,13,7,2,0,0,2,4,4,0,0,1,0,0,0,0,0,1,0,0,10,1,0,0,0,0,2,1
1241530872,Rural,1105.26,39,House Wife,UC,69.32,3,2,0,19,7,3,3,3,1,5,2,4,1,0,1,0,0,0,0,0,0,0,0,22,2,0,0,0,0,2,0
1333367025,Urban,626.0,39,House Wife,UC,63.86,3,0,1,21,15,5,0,2,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,12,2,0,0,0,0,1,0
1729299418,Rural,1806.09,52,House Wife,UC,62.45,3,1,0,17,13,5,3,0,1,5,4,1,0,0,0,2,0,0,0,0,1,0,0,21,0,0,0,0,0,0,1
1348780637,Urban,1958.66,43,Farmer,UC,69.36,0,0,0,21,8,5,0,2,0,2,1,1,2,1,0,1,0,1,0,0,0,0,0,18,1,0,0,0,0,1,1
1207352282,Rural,1235.92,49,House Wife,UC,65.42,2,1,0,20,11,4,3,2,1,7,2,0,0,1,1,1,0,1,0,0,0,0,0,21,1,0,0,0,0,0,1
1281941829,Urban,1290.02,20,Student,UC,65.0,0,1,0,25,13,2,3,4,0,7,4,2,2,1,0,1,0,0,0,0,1,0,0,15,2,0,0,0,0,2,0
1653771952,Urban,1626.23,20,Student,UC,62.4,1,0,0,15,12,5,2,1,0,9,4,2,2,1,1,0,0,2,0,0,0,0,0,21,2,0,0,0,0,2,1
1521800246,Rural,1104.06,18,Student,UC,66.59,1,0,1,25,13,0,0,0,0,10,3,0,2,1,1,2,0,1,0,0,1,0,0,26,2,0,0,0,0,2,1
